timestamp,tcp_established
2026-07-06T00:32:00+05:30,0.0
2026-07-06T00:33:00+05:30,0.0
2026-07-06T00:34:00+05:30,26.0
2026-07-06T00:35:00+05:30,51.0
2026-07-06T00:36:00+05:30,101.0
2026-07-06T00:37:00+05:30,103.0
2026-07-06T00:38:00+05:30,85.0
2026-07-06T00:39:00+05:30,0.0
