timestamp,cpu_percent
2026-07-06T00:32:00+05:30,0.28
2026-07-06T00:33:00+05:30,0.25
2026-07-06T00:34:00+05:30,1.2
2026-07-06T00:35:00+05:30,2.04
2026-07-06T00:36:00+05:30,2.56
2026-07-06T00:37:00+05:30,3.28
2026-07-06T00:38:00+05:30,2.71
2026-07-06T00:39:00+05:30,0.37
2026-07-06T00:40:00+05:30,0.33
